Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-1,021	148,71	150,09	0,05245	
0,02000	-1,021	148,72	150,09	0,05248	
0,04000	-1,021	148,69	150,09	0,05257	
0,06000	-1,021	148,64	150,09	0,05265	
0,08000	-1,021	148,64	150,09	0,05255	
0,1000	-1,021	148,70	150,09	0,05244	
0,1200	-1,021	148,73	150,09	0,05246	
0,1400	-1,021	148,79	150,09	0,05258	
0,1600	-1,021	148,77	150,09	0,05265	
0,1800	-1,021	148,76	150,09	0,05265	
0,2000	-1,021	148,69	150,09	0,05269	
0,2200	-1,021	148,59	150,09	0,05272	
0,2400	-1,021	148,59	150,09	0,05263	
0,2600	-1,021	148,65	150,09	0,05252	
0,2800	-1,021	148,63	150,09	0,05255	
0,3000	-1,021	148,57	150,09	0,05266	
0,3200	-1,021	148,52	150,09	0,05273	
0,3400	-1,021	148,50	150,09	0,05274	
0,3600	-1,021	148,49	150,09	0,05266	
0,3800	-1,021	148,58	150,09	0,05257	
0,4000	-1,021	148,62	150,09	0,05255	
0,4200	-1,021	148,61	150,09	0,05263	
0,4400	-1,021	148,57	150,09	0,05273	
0,4600	-1,021	148,48	150,09	0,05277	
0,4800	-1,021	147,34	150,09	0,05275	
0,5000	-1,021	145,97	150,09	0,05267	
0,5200	-1,021	145,32	150,09	0,05248	
0,5400	-1,021	145,19	150,09	0,05242	
0,5600	-1,021	145,87	150,09	0,05249	
0,5800	-1,021	147,50	150,09	0,05260	
0,6000	-1,021	148,53	150,09	0,05274	
0,6200	-1,021	148,75	150,09	0,05277	
0,6400	-1,021	148,78	150,09	0,05264	
0,6600	-1,021	148,78	150,09	0,05251	
0,6800	-1,021	148,61	150,09	0,05243	
0,7000	-1,021	147,86	150,09	0,05246	
0,7200	-1,021	146,94	150,09	0,05260	
0,7400	-1,021	147,18	150,09	0,05269	
0,7600	-1,021	148,09	150,09	0,05277	
0,7800	-1,021	148,60	150,09	0,05272	
0,8000	-1,020	148,70	150,09	0,05261	
0,8200	-1,020	148,67	150,09	0,05251	
0,8400	-1,020	148,65	150,09	0,05248	
0,8600	-1,020	148,63	150,09	0,05254	
0,8800	-1,020	148,64	150,09	0,05263	
0,9000	-1,020	148,64	150,09	0,05269	
0,9200	-1,020	148,65	150,09	0,05262	
0,9400	-1,020	148,66	150,09	0,05247	
0,9600	-1,020	148,66	150,09	0,05245	
0,9800	-1,020	148,68	150,09	0,05249	
1,000	-1,020	148,71	150,09	0,05259	
1,020	-1,020	148,73	150,09	0,05270	
1,040	-1,020	148,70	150,09	0,05270	
1,060	-1,020	148,70	150,09	0,05263	
1,080	-1,020	148,71	150,09	0,05252	
1,100	-1,020	148,68	150,09	0,05245	
1,120	-1,020	148,71	150,09	0,05248	
1,140	-1,020	148,78	150,09	0,05261	
1,160	-1,020	148,80	150,09	0,05269	
1,180	-1,020	148,71	150,09	0,05267	
1,200	-1,020	148,67	150,09	0,05260	
1,220	-1,020	148,69	150,09	0,05246	
1,240	-1,020	148,67	150,09	0,05245	
1,260	-1,020	148,65	150,09	0,05254	
1,280	-1,020	148,67	150,09	0,05263	
1,300	-1,020	148,68	150,09	0,05271	
1,320	-1,020	148,71	150,09	0,05271	
1,340	-1,020	148,65	150,09	0,05265	
1,360	-1,020	148,59	150,09	0,05257	
1,380	-1,020	148,53	150,09	0,05253	
1,400	-1,020	148,57	150,09	0,05252	
1,420	-1,020	148,61	150,09	0,05255	
1,440	-1,020	148,66	150,09	0,05261	
1,460	-1,020	148,70	150,09	0,05266	
1,480	-1,020	148,66	150,09	0,05255	
1,500	-1,020	148,63	150,09	0,05242	
1,520	-1,020	148,65	150,09	0,05242	
1,540	-1,020	148,63	150,09	0,05250	
1,560	-1,020	148,68	150,09	0,05259	
1,580	-1,020	148,70	150,09	0,05270	
1,600	-1,020	148,70	150,09	0,05275	
1,620	-1,020	148,71	150,09	0,05272	
1,640	-1,020	148,69	150,09	0,05258	
1,660	-1,020	148,60	150,09	0,05247	
1,680	-1,020	148,61	150,09	0,05241	
1,700	-1,020	148,62	150,09	0,05250	
1,720	-1,020	148,60	150,09	0,05262	
1,740	-1,020	148,56	150,09	0,05270	
1,760	-1,020	148,61	150,09	0,05271	
1,780	-1,020	148,66	150,09	0,05256	
1,800	-1,020	148,65	150,09	0,05245	
1,820	-1,020	148,66	150,09	0,05241	
1,840	-1,020	148,71	150,09	0,05252	
1,860	-1,020	148,69	150,09	0,05268	
1,880	-1,020	148,62	150,09	0,05275	
1,900	-1,020	148,67	150,09	0,05266	
1,920	-1,020	148,71	150,09	0,05251	
1,940	-1,020	148,66	150,09	0,05246	
1,960	-1,020	148,62	150,09	0,05246	
1,980	-1,020	148,61	150,09	0,05258	
2,000	-1,020	148,59	150,09	0,05265	
2,020	-1,020	148,62	150,09	0,05268	
2,040	-1,020	148,68	150,09	0,05264	
2,060	-1,020	148,67	150,09	0,05251	
2,080	-1,020	148,66	150,09	0,05242	
2,100	-1,020	148,61	150,09	0,05245	
2,120	-1,020	148,63	150,09	0,05255	
2,140	-1,020	148,56	150,09	0,05263	
2,160	-1,020	148,54	150,09	0,05262	
2,180	-1,020	148,64	150,09	0,05258	
2,200	-1,020	148,72	150,09	0,05248	
2,220	-1,020	148,73	150,09	0,05242	
2,240	-1,020	148,71	150,09	0,05239	
2,260	-1,020	148,67	150,09	0,05245	
2,280	-1,020	148,67	150,09	0,05261	
2,300	-1,021	148,66	150,09	0,05274	
2,320	-1,021	148,65	150,09	0,05266	
2,340	-1,021	148,71	150,09	0,05251	
2,360	-1,021	148,73	150,09	0,05241	
2,380	-1,021	148,69	150,09	0,05243	
2,400	-1,021	148,65	150,09	0,05252	
