Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,3276	158,61	150,02	0,03882	
0,02000	-0,3276	158,58	150,02	0,03875	
0,04000	-0,3276	158,58	150,02	0,03866	
0,06000	-0,3276	158,56	150,02	0,03862	
0,08000	-0,3276	158,54	150,02	0,03867	
0,1000	-0,3276	158,58	150,02	0,03868	
0,1200	-0,3277	158,66	150,02	0,03871	
0,1400	-0,3277	158,69	150,02	0,03880	
0,1600	-0,3276	158,71	150,02	0,03876	
0,1800	-0,3276	158,72	150,02	0,03865	
0,2000	-0,3276	158,72	150,02	0,03856	
0,2200	-0,3276	158,66	150,02	0,03857	
0,2400	-0,3277	158,72	150,02	0,03868	
0,2600	-0,3276	158,70	150,02	0,03886	
0,2800	-0,3276	158,60	150,02	0,03899	
0,3000	-0,3276	158,59	150,02	0,03894	
0,3200	-0,3276	158,62	150,02	0,03874	
0,3400	-0,3276	158,65	150,02	0,03859	
0,3600	-0,3276	158,66	150,02	0,03857	
0,3800	-0,3276	158,63	150,02	0,03864	
0,4000	-0,3276	158,67	150,02	0,03865	
0,4200	-0,3276	158,67	150,02	0,03867	
0,4400	-0,3277	158,63	150,02	0,03876	
0,4600	-0,3277	158,66	150,02	0,03877	
0,4800	-0,3276	158,67	150,02	0,03866	
0,5000	-0,3276	158,66	150,02	0,03861	
0,5200	-0,3276	158,68	150,02	0,03863	
0,5400	-0,3276	158,65	150,02	0,03868	
0,5600	-0,3276	158,64	150,02	0,03876	
0,5800	-0,3277	158,62	150,02	0,03882	
0,6000	-0,3277	158,53	150,02	0,03876	
0,6200	-0,3277	158,55	150,02	0,03862	
0,6400	-0,3277	158,64	150,02	0,03857	
0,6600	-0,3277	158,64	150,02	0,03859	
0,6800	-0,3276	158,58	150,02	0,03867	
0,7000	-0,3276	158,58	150,02	0,03877	
0,7200	-0,3276	158,61	150,02	0,03886	
0,7400	-0,3276	158,58	150,02	0,03882	
0,7600	-0,3276	158,58	150,02	0,03871	
0,7800	-0,3276	158,56	150,02	0,03863	
0,8000	-0,3276	158,58	150,02	0,03862	
0,8200	-0,3276	158,67	150,02	0,03870	
0,8400	-0,3276	158,69	150,02	0,03875	
0,8600	-0,3276	158,68	150,02	0,03880	
0,8800	-0,3276	158,67	150,02	0,03883	
0,9000	-0,3276	158,69	150,02	0,03874	
