Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,4961	162,40	150,11	0,02115	
0,02000	-0,4961	162,44	150,11	0,02108	
0,04000	-0,4962	162,46	150,11	0,02113	
0,06000	-0,4961	162,41	150,10	0,02125	
0,08000	-0,4961	162,34	150,10	0,02139	
0,1000	-0,4961	162,32	150,11	0,02137	
0,1200	-0,4961	162,36	150,11	0,02120	
0,1400	-0,4961	162,39	150,11	0,02114	
0,1600	-0,4961	162,39	150,11	0,02113	
0,1800	-0,4961	162,35	150,11	0,02112	
0,2000	-0,4961	162,38	150,11	0,02122	
0,2200	-0,4961	162,43	150,11	0,02140	
0,2400	-0,4961	162,43	150,11	0,02145	
0,2600	-0,4961	162,42	150,11	0,02134	
0,2800	-0,4961	162,36	150,11	0,02123	
0,3000	-0,4961	162,34	150,11	0,02118	
0,3200	-0,4961	162,36	150,11	0,02121	
0,3400	-0,4961	162,41	150,11	0,02126	
0,3600	-0,4961	162,43	150,11	0,02135	
0,3800	-0,4961	162,44	150,11	0,02138	
0,4000	-0,4962	162,44	150,12	0,02134	
0,4200	-0,4961	162,47	150,11	0,02123	
0,4400	-0,4961	162,47	150,11	0,02118	
0,4600	-0,4961	162,43	150,10	0,02119	
0,4800	-0,4961	162,43	150,11	0,02118	
0,5000	-0,4961	162,43	150,11	0,02126	
0,5200	-0,4961	162,45	150,11	0,02131	
0,5400	-0,4961	162,42	150,11	0,02130	
0,5600	-0,4961	162,41	150,11	0,02120	
0,5800	-0,4961	162,52	150,11	0,02112	
0,6000	-0,4961	162,55	150,11	0,02117	
0,6200	-0,4961	162,47	150,11	0,02126	
0,6400	-0,4961	162,38	150,11	0,02136	
0,6600	-0,4961	162,35	150,11	0,02142	
0,6800	-0,4961	162,34	150,11	0,02141	
0,7000	-0,4961	162,36	150,11	0,02134	
0,7200	-0,4961	162,38	150,11	0,02122	
0,7400	-0,4961	162,36	150,10	0,02113	
0,7600	-0,4961	162,35	150,10	0,02115	
0,7800	-0,4961	162,34	150,11	0,02127	
0,8000	-0,4961	162,31	150,11	0,02140	
0,8200	-0,4961	162,35	150,11	0,02147	
0,8400	-0,4961	162,44	150,11	0,02144	
0,8600	-0,4961	162,50	150,11	0,02133	
0,8800	-0,4961	162,45	150,10	0,02120	
0,9000	-0,4961	162,40	150,10	0,02115	
0,9200	-0,4961	162,38	150,11	0,02115	
0,9400	-0,4961	162,38	150,11	0,02124	
0,9600	-0,4961	162,37	150,11	0,02137	
0,9800	-0,4961	162,37	150,11	0,02147	
1,000	-0,4961	162,32	150,11	0,02140	
1,020	-0,4961	162,29	150,11	0,02126	
1,040	-0,4961	162,32	150,11	0,02124	
1,060	-0,4961	162,38	150,11	0,02126	
1,080	-0,4961	162,42	150,11	0,02131	
1,100	-0,4961	162,39	150,12	0,02140	
1,120	-0,4962	162,32	150,11	0,02143	
1,140	-0,4962	162,31	150,11	0,02137	
1,160	-0,4962	162,31	150,11	0,02126	
1,180	-0,4962	162,29	150,11	0,02119	
1,200	-0,4961	162,30	150,11	0,02121	
1,220	-0,4961	162,32	150,11	0,02126	
1,240	-0,4962	162,33	150,11	0,02131	
1,260	-0,4962	162,36	150,11	0,02133	
1,280	-0,4961	162,44	150,11	0,02127	
1,300	-0,4961	162,44	150,11	0,02124	
1,320	-0,4961	162,41	150,11	0,02120	
1,340	-0,4961	162,37	150,11	0,02120	
1,360	-0,4961	162,34	150,11	0,02123	
1,380	-0,4961	162,29	150,11	0,02133	
1,400	-0,4962	162,27	150,11	0,02139	
1,420	-0,4962	162,31	150,11	0,02136	
1,440	-0,4961	162,40	150,11	0,02127	
1,460	-0,4961	162,48	150,12	0,02113	
1,480	-0,4961	162,43	150,12	0,02110	
1,500	-0,4961	162,43	150,11	0,02127	
1,520	-0,4961	162,52	150,11	0,02143	
1,540	-0,4961	162,58	150,11	0,02150	
1,560	-0,4961	162,53	150,11	0,02150	
1,580	-0,4961	162,47	150,11	0,02132	
1,600	-0,4961	162,45	150,12	0,02115	
1,620	-0,4961	162,42	150,11	0,02112	
1,640	-0,4961	162,40	150,11	0,02115	
1,660	-0,4961	162,41	150,11	0,02128	
1,680	-0,4962	162,40	150,11	0,02138	
1,700	-0,4961	162,43	150,11	0,02142	
1,720	-0,4961	162,49	150,12	0,02141	
1,740	-0,4961	162,50	150,11	0,02127	
1,760	-0,4961	162,48	150,11	0,02112	
1,780	-0,4961	162,48	150,11	0,02111	
1,800	-0,4961	162,48	150,11	0,02125	
1,820	-0,4961	162,50	150,11	0,02140	
1,840	-0,4961	162,53	150,12	0,02146	
1,860	-0,4961	162,47	150,11	0,02135	
1,880	-0,4961	162,41	150,11	0,02120	
1,900	-0,4961	162,48	150,11	0,02118	
1,920	-0,4961	162,54	150,11	0,02125	
1,940	-0,4961	162,54	150,11	0,02139	
1,960	-0,4961	162,48	150,12	0,02149	
1,980	-0,4961	162,42	150,12	0,02145	
2,000	-0,4961	162,37	150,11	0,02137	
2,020	-0,4961	162,38	150,11	0,02127	
2,040	-0,4961	162,44	150,11	0,02119	
2,060	-0,4961	162,51	150,11	0,02113	
2,080	-0,4961	162,50	150,11	0,02115	
2,100	-0,4961	162,48	150,11	0,02125	
2,120	-0,4961	162,50	150,11	0,02139	
2,140	-0,4961	162,46	150,11	0,02144	
2,160	-0,4961	162,45	150,11	0,02131	
2,180	-0,4961	162,47	150,12	0,02115	
2,200	-0,4961	162,45	150,12	0,02111	
2,220	-0,4961	162,41	150,11	0,02116	
2,240	-0,4961	162,39	150,11	0,02128	
2,260	-0,4961	162,34	150,11	0,02139	
2,280	-0,4961	162,26	150,11	0,02146	
2,300	-0,4961	162,22	150,12	0,02143	
2,320	-0,4961	162,26	150,12	0,02125	
2,340	-0,4961	162,35	150,11	0,02111	
2,360	-0,4961	162,43	150,11	0,02114	
2,380	-0,4961	162,46	150,10	0,02128	
2,400	-0,4961	162,49	150,11	0,02136	
2,420	-0,4961	162,50	150,11	0,02140	
2,440	-0,4961	162,48	150,12	0,02139	
2,460	-0,4961	162,48	150,11	0,02131	
2,480	-0,4961	162,50	150,11	0,02122	
2,500	-0,4961	162,47	150,11	0,02122	
2,520	-0,4961	162,41	150,11	0,02126	
2,540	-0,4961	162,38	150,11	0,02130	
2,560	-0,4961	162,40	150,11	0,02133	
2,580	-0,4961	162,42	150,12	0,02134	
2,600	-0,4961	162,49	150,11	0,02129	
2,620	-0,4961	162,53	150,11	0,02126	
2,640	-0,4961	162,48	150,10	0,02127	
2,660	-0,4961	162,43	150,11	0,02132	
2,680	-0,4961	162,41	150,11	0,02141	
2,700	-0,4961	162,46	150,11	0,02147	
2,720	-0,4961	162,48	150,11	0,02143	
2,740	-0,4961	162,51	150,11	0,02119	
2,760	-0,4961	162,52	150,10	0,02103	
2,780	-0,4961	162,50	150,10	0,02103	
2,800	-0,4961	162,50	150,10	0,02115	
2,820	-0,4961	162,48	150,11	0,02136	
2,840	-0,4961	162,48	150,11	0,02150	
2,860	-0,4961	162,45	150,11	0,02151	
2,880	-0,4961	162,45	150,11	0,02143	
2,900	-0,4961	162,48	150,11	0,02130	
2,920	-0,4961	162,49	150,11	0,02117	
2,940	-0,4961	162,44	150,11	0,02120	
2,960	-0,4961	162,42	150,11	0,02128	
2,980	-0,4961	162,40	150,11	0,02135	
3,000	-0,4961	162,38	150,12	0,02142	
3,020	-0,4961	162,39	150,11	0,02141	
3,040	-0,4961	162,46	150,11	0,02126	
3,060	-0,4961	162,50	150,11	0,02110	
3,080	-0,4961	162,49	150,11	0,02113	
3,100	-0,4961	162,51	150,11	0,02130	
3,120	-0,4962	162,53	150,12	0,02143	
3,140	-0,4961	162,51	150,11	0,02141	
3,160	-0,4961	162,46	150,11	0,02127	
3,180	-0,4961	162,43	150,11	0,02115	
3,200	-0,4961	162,47	150,11	0,02110	
3,220	-0,4961	162,49	150,11	0,02110	
3,240	-0,4961	162,46	150,11	0,02112	
3,260	-0,4962	162,42	150,11	0,02122	
3,280	-0,4965	162,48	150,11	0,02130	
3,300	-0,4967	162,53	150,11	0,02127	
3,320	-0,4968	162,47	150,10	0,02114	
3,340	-0,4968	162,42	150,11	0,02108	
3,360	-0,4968	162,39	150,11	0,02109	
3,380	-0,4968	162,40	150,12	0,02118	
3,400	-0,4968	162,38	150,11	0,02136	
3,420	-0,4968	162,36	150,11	0,02148	
3,440	-0,4968	162,34	150,11	0,02143	
3,460	-0,4968	162,36	150,11	0,02130	
3,480	-0,4968	162,40	150,11	0,02120	
3,500	-0,4968	162,37	150,12	0,02118	
3,520	-0,4968	162,33	150,11	0,02125	
3,540	-0,4968	162,35	150,11	0,02133	
3,560	-0,4968	162,38	150,11	0,02135	
3,580	-0,4968	162,35	150,11	0,02135	
3,600	-0,4968	162,34	150,11	0,02125	
3,620	-0,4968	162,41	150,11	0,02118	
3,640	-0,4968	162,47	150,11	0,02114	
3,660	-0,4968	162,45	150,11	0,02118	
3,680	-0,4968	162,50	150,11	0,02129	
3,700	-0,4968	162,55	150,11	0,02137	
3,720	-0,4968	162,57	150,11	0,02136	
3,740	-0,4968	162,54	150,11	0,02128	
3,760	-0,4968	162,50	150,12	0,02120	
