40 2 3 3  1880
434 454 9024 9024 9024 9024 0.46 0.89 0.75 
793 861 369 279 90 77 123 12 12 4 0.81 1.06 0.69 
239 139 382 191 191 37 167 10 8 4 0.26 0.25 1.02 
76 200 441 294 147 98 66 13 9 4 0.95 0.69 0.84 
715 275 380 311 69 190 52 18 10 5 0.18 0.44 0.8 
623 780 546 404 142 182 56 17 9 4 0.38 0.35 1.09 
810 475 297 216 81 98 99 18 12 6 0.46 0.22 0.76 
61 729 558 442 116 186 88 19 8 6 0.62 0.29 1.16 
567 584 435 290 145 68 143 19 10 6 0.55 0.3 1.29 
458 273 561 427 134 187 94 14 9 5 0.49 1.24 0.51 
498 871 402 349 53 134 40 18 11 5 0.23 1.02 0.67 
789 261 396 198 198 51 129 11 9 5 0.03 0.58 0.33 
321 165 330 204 126 115 165 19 8 6 0.8 0.66 0.76 
60 57 340 207 133 170 124 12 8 5 0.95 0.78 0.44 
711 370 228 122 106 97 114 15 8 6 0.94 0.96 0.33 
325 882 392 348 44 196 132 11 10 6 0.09 0.87 0.83 
108 594 450 300 150 39 108 17 11 6 0.7 1.15 0.99 
116 752 312 278 34 104 42 17 12 5 0.42 0.72 0.29 
226 281 342 171 171 67 152 16 11 4 0.54 1.09 0.55 
180 507 291 249 42 97 64 14 11 4 0.09 1 1.23 
897 76 406 272 134 203 50 17 11 6 0.85 0.97 0.63 
412 258 396 198 198 76 92 15 13 4 0.61 0.91 1.19 
86 287 603 495 108 201 48 17 11 4 0.21 0.38 0.29 
966 148 226 187 39 113 105 10 10 6 0.75 0.53 1.17 
617 448 456 304 152 34 43 12 10 6 0.46 1.06 0.89 
990 490 567 446 121 189 62 17 13 6 0.74 0.91 0.52 
660 820 339 226 113 77 32 18 10 4 0.88 1.26 0.81 
436 257 531 492 39 177 165 11 10 5 0.25 0.76 0.57 
643 535 591 394 197 83 194 17 9 4 0.38 0.24 0.79 
248 347 315 237 78 49 105 12 12 5 0.84 0.22 0.45 
112 951 396 286 110 132 124 18 9 5 0.56 0.84 0.72 
518 376 309 224 85 103 30 19 8 5 0.87 0.81 0.56 
693 591 388 210 178 179 194 18 8 5 0.78 0.64 0.43 
484 374 414 365 49 207 39 12 8 4 0.26 0.24 0.67 
895 200 182 114 68 70 91 14 8 4 0.46 0.59 0.39 
551 265 412 295 117 206 100 10 9 6 0.83 0.44 0.64 
926 122 356 219 137 166 178 16 9 5 0.58 0.29 0.37 
947 625 351 269 82 117 32 16 9 5 0.5 0.98 0.52 
352 339 202 146 56 101 97 16 8 4 0.76 0.41 1.17 
445 461 369 246 123 102 82 18 7 5 0.61 0.29 0.91 
755 605 318 270 48 142 159 15 12 4 0.49 0.4 0.12 
