10 5 1 10  1686
831 593 2698 2698 2698 2698 2698 2698 2698 2698 2698 2698 2698 0.8 1.14 0.59 0.54 0.88 0.79 
753 704 549 468 81 174 120 55 80 51 141 40 183 73 11 14 14 7 6 4 0.38 0.68 0.4 0.95 1.32 0.78 
225 191 549 426 123 155 97 166 144 130 183 78 148 96 15 12 9 8 7 6 0.91 0.11 0.9 0.73 1.37 1.11 
624 937 621 542 79 193 115 145 43 172 197 207 183 144 10 17 9 11 7 6 0.97 0.98 0.41 1.07 0.42 1.11 
46 126 402 344 58 62 199 172 151 35 201 165 33 191 12 9 11 10 8 5 0.15 1.12 0.48 0.61 0.86 0.98 
470 182 362 184 178 181 110 160 57 116 178 154 91 93 19 10 10 10 7 6 0.09 0.69 0.84 0.57 0.55 0.75 
387 184 588 455 133 185 62 196 190 72 178 54 81 79 17 16 9 11 7 5 0.38 0.89 0.7 0.99 0.35 0.59 
905 409 612 408 204 90 117 73 75 164 90 42 162 37 14 15 14 9 7 6 0.84 0.94 0.95 0.38 0.24 1.32 
932 554 408 352 56 30 204 115 106 150 84 200 106 101 17 9 13 10 8 4 0.24 0.8 1.17 1.15 0.75 0.93 
645 958 414 369 45 57 134 116 67 106 130 105 150 207 13 10 12 8 8 5 0.94 1.13 1.39 0.49 0.99 1.07 
669 382 344 222 122 103 152 172 130 109 142 137 84 75 10 17 10 10 6 6 0.56 0.55 0.64 1.02 1.02 0.63 
