10 5 1 10  1523
116 600 2438 2438 2438 2438 2438 2438 2438 2438 2438 2438 2438 0.09 1.03 0.99 0.95 0.61 1.05 
403 880 348 306 42 104 66 48 174 94 89 94 95 174 13 17 13 10 6 6 0.78 0.17 1.33 0.93 0.35 0.99 
922 326 543 483 60 45 172 76 124 87 77 181 45 50 11 17 12 9 7 4 0.59 1.05 0.75 0.99 0.85 0.94 
814 439 358 310 48 173 129 120 152 163 179 110 174 40 17 11 9 10 6 6 0.71 0.53 0.65 1.08 0.51 0.92 
26 180 376 205 171 49 43 182 91 137 41 35 188 130 16 14 12 10 6 6 0.16 0.8 0.71 0.64 0.96 1.09 
559 505 394 244 150 119 197 70 37 43 182 48 152 138 10 12 9 9 6 4 0.26 0.54 0.58 0.3 0.53 1.21 
505 456 552 374 178 78 59 106 95 150 184 97 148 166 15 15 11 10 9 4 0.16 0.15 0.76 0.94 0.57 1.01 
894 894 564 523 41 58 131 49 49 188 145 96 145 41 13 15 12 11 7 4 0.79 0.26 1.2 0.33 0.91 1.02 
518 643 364 303 61 118 88 124 51 62 79 115 54 182 14 12 14 11 8 5 0.09 0.61 0.71 1.06 0.32 0.98 
536 774 624 537 87 46 208 111 186 146 115 94 47 151 18 16 12 9 7 4 0.05 0.54 0.63 0.74 0.45 0.98 
719 830 410 350 60 190 116 181 101 205 47 197 42 155 13 9 8 10 6 6 0.95 0.15 0.29 0.44 0.35 0.11 
