20 3 2 6  1615
842 797 5169 5169 5169 5169 5169 5169 5169 0.11 1.08 0.2 0.76 
825 294 390 349 41 171 77 195 100 117 14 12 9 6 0.08 0.74 1.27 0.51 
801 372 406 253 153 135 53 83 129 203 19 14 8 5 0.11 0.75 1.18 0.51 
56 749 441 326 115 83 147 105 68 136 14 10 8 4 0.75 0.65 0.36 0.78 
301 289 402 211 191 173 44 201 185 129 15 13 7 5 0.31 0.99 0.33 1.08 
975 19 546 480 66 63 176 155 182 115 10 10 8 5 0.82 0.91 0.9 0.54 
441 709 356 321 35 178 158 130 106 160 14 14 6 4 0.73 1.03 0.56 0.6 
462 100 388 254 134 86 194 95 84 190 11 10 10 5 0.51 0.43 1.02 0.72 
63 150 429 315 114 103 56 123 97 143 10 14 7 4 0.1 1.17 1.3 0.47 
447 188 336 298 38 165 168 72 163 92 14 13 8 6 0.34 0.52 1.17 0.69 
428 489 398 269 129 199 177 187 123 61 14 15 8 4 0.54 1.12 0.74 0.5 
983 563 480 322 158 160 60 157 104 134 15 12 8 5 0.37 0.99 0.66 0.77 
893 473 394 200 194 152 197 110 73 93 19 11 7 6 0.19 0.45 1.04 1.16 
259 430 543 444 99 59 152 51 127 181 13 11 8 4 0.82 0.31 0.23 0.86 
29 534 394 305 89 197 45 74 169 162 15 12 9 6 0.26 0.4 0.4 1.25 
759 494 606 565 41 195 45 67 202 89 18 8 8 6 0.58 0.47 0.51 0.27 
547 837 522 348 174 171 78 63 112 59 16 14 10 4 0.39 0.61 0.75 0.41 
322 902 390 248 142 48 195 80 99 92 12 9 6 4 0.64 0.95 0.93 0.41 
977 417 378 289 89 40 53 87 189 122 12 10 10 4 0.58 0.84 0.63 0.96 
943 302 627 535 92 138 157 143 122 209 14 10 8 4 0.14 0.79 0.92 0.61 
57 169 576 470 106 70 77 147 119 192 18 12 8 6 0.21 0.42 0.16 0.51 
