50 3 3 6  2463
79 893 11824 11824 11824 11824 11824 11824 11824 0.93 0.45 0.31 0.21 
500 937 324 209 115 143 44 162 128 70 19 13 9 6 0.5 0.13 0.4 1.02 
486 195 362 238 124 59 181 170 70 51 15 9 9 4 0.04 0.28 0.16 0.78 
44 362 279 238 41 63 75 83 93 48 13 14 7 5 0.45 1.03 1.27 0.74 
37 139 597 399 198 125 106 199 54 52 18 9 9 4 0.13 1 0.6 0.69 
789 540 362 245 117 84 181 118 31 174 14 14 9 6 0.85 0.25 1.07 0.57 
186 550 357 238 119 38 112 115 42 97 14 8 10 5 0.6 0.46 0.84 0.55 
346 159 534 399 135 164 178 126 87 127 18 15 9 6 0.38 0.66 0.93 0.83 
972 253 498 332 166 37 136 114 55 134 12 14 6 5 0.29 0.3 0.46 1.28 
396 603 381 303 78 67 52 53 119 127 10 10 7 4 0.14 1.18 0.69 0.82 
664 182 528 360 168 176 138 67 165 149 11 12 8 6 0.53 0.7 0.56 1.09 
207 867 612 510 102 204 116 171 59 129 17 14 10 6 0.02 0.7 0.38 1.06 
209 672 380 310 70 190 53 51 53 184 11 15 7 4 0.39 0.75 0.76 1.35 
515 539 612 409 203 75 204 197 104 53 15 12 7 5 0.1 0.67 0.78 0.61 
830 289 414 207 207 35 116 123 162 205 14 13 7 5 0.64 1.08 0.45 0.67 
185 870 338 184 154 155 169 160 49 101 15 13 9 4 0.89 0.88 0.75 0.17 
591 434 334 282 52 164 48 167 36 52 15 13 11 6 0.83 0.59 0.63 0.92 
276 552 552 470 82 65 45 83 160 184 17 12 8 6 0.34 0.65 0.57 1.26 
133 109 603 402 201 67 179 178 168 172 13 15 9 6 0.15 0.29 0.6 1.09 
220 130 513 342 171 102 49 134 93 99 13 12 7 6 0.3 0.88 0.99 0.17 
132 128 334 174 160 111 98 160 97 167 18 15 8 6 0.15 0.88 0.63 0.74 
746 292 597 492 105 62 160 199 55 162 10 11 9 6 0.85 0.98 0.95 0.72 
592 645 594 456 138 172 55 112 198 125 17 10 10 4 0.77 0.63 0.46 0.15 
585 554 618 586 32 206 137 61 152 46 19 10 8 6 0.05 0.25 0.43 0.54 
479 9 326 294 32 106 34 163 141 32 18 13 10 5 0.41 0.48 0.55 0.23 
841 541 618 412 206 54 187 30 175 75 14 13 10 6 0.04 0.79 0.58 0.94 
714 641 480 361 119 53 115 53 160 114 18 12 9 5 0.79 0.11 0.8 0.74 
396 271 288 209 79 70 34 43 143 144 18 11 10 6 0.06 0.91 0.53 0.17 
111 504 627 418 209 195 205 171 60 110 11 8 7 6 0.64 0.95 1.02 1.13 
129 476 378 256 122 46 139 189 174 131 18 12 7 5 0.4 0.84 0.34 0.22 
425 828 404 328 76 91 202 83 87 36 19 12 10 6 0.29 0.47 1.37 0.9 
591 719 332 182 150 51 166 164 108 105 18 11 10 6 0.48 0.53 0.28 1.02 
235 83 561 503 58 174 78 187 104 137 10 9 8 4 0.13 0.34 0.39 0.93 
202 474 468 362 106 123 37 89 156 56 11 12 9 4 0.97 0.87 0.55 0.56 
925 883 388 194 194 173 38 102 30 53 19 12 10 5 0.51 0.75 0.72 0.94 
696 690 615 513 102 126 95 205 51 32 16 11 7 4 0.76 1.15 1.05 0.5 
817 262 597 514 83 103 40 49 199 66 14 9 9 6 0.31 0.2 0.54 0.8 
263 722 504 357 147 87 162 53 168 130 19 15 7 5 0.12 1.11 1.36 1.4 
140 755 362 274 88 97 97 134 181 141 15 13 9 6 0.18 0.21 1.03 1.02 
821 663 396 284 112 90 198 140 171 154 14 14 9 5 0.32 0.42 0.34 0.95 
17 239 400 350 50 84 131 80 135 200 15 9 10 5 0.11 0.65 0.89 0.6 
261 260 414 294 120 125 138 44 97 49 11 13 10 4 0.58 0.1 0.2 0.44 
864 875 334 227 107 31 43 32 167 77 16 9 10 5 0.91 0.5 0.3 0.33 
537 435 474 388 86 32 158 102 146 72 14 13 8 5 0.94 0.26 0.4 0.23 
841 113 350 226 124 175 129 169 149 163 15 12 6 6 0.37 0.6 0.89 0.38 
342 200 612 526 86 93 204 141 126 191 13 13 9 5 0.93 1.02 0.59 0.4 
123 68 408 375 33 43 161 64 198 204 19 14 8 5 0 0.64 1.01 0.66 
309 547 519 440 79 172 52 92 54 173 11 13 9 4 0.37 0.61 0.65 0.57 
365 934 416 375 41 208 154 121 161 150 10 11 8 6 0.89 0.61 1 0.16 
80 515 396 313 83 60 198 169 192 169 18 12 10 6 0.92 0.5 0.2 0.67 
862 716 624 416 208 144 114 54 50 65 17 13 9 4 0.04 0.75 1.1 0.84 
