30 3 2 6  2357
699 495 7544 7544 7544 7544 7544 7544 7544 0.61 0.89 0.6 1.19 
782 954 398 243 155 123 79 94 173 199 11 9 10 4 0.96 0.34 0.1 0.66 
966 708 378 238 140 168 55 55 111 189 17 15 8 4 0.22 0.96 0.52 0.53 
347 584 501 364 137 110 98 167 67 129 13 13 9 4 0.68 0.35 0.99 1.12 
85 442 552 437 115 184 75 176 183 64 13 14 11 6 0.82 1.22 0.87 1.01 
678 824 404 223 181 102 153 118 202 109 18 15 9 4 0.64 1.14 1.01 0.25 
104 813 624 506 118 63 180 208 30 120 12 14 8 4 0.28 0.36 0.38 0.47 
110 400 358 302 56 138 103 87 47 179 10 14 9 6 0.02 0.19 0.9 1.08 
432 675 408 365 43 184 204 204 121 99 14 10 7 4 0.69 1.04 1.34 1.22 
106 92 374 259 115 154 76 184 90 187 13 11 7 4 0.18 0.28 1.06 1.27 
143 295 374 231 143 153 73 82 69 187 15 14 8 6 0.63 0.98 0.57 0.64 
509 234 528 431 97 35 176 126 164 101 13 10 11 4 0.88 0.26 0.18 0.66 
39 400 376 231 145 188 61 170 124 72 11 11 9 5 0.25 0.59 0.9 0.17 
148 356 564 406 158 181 111 152 188 155 11 14 8 4 0.22 0.86 0.63 0.94 
917 405 252 133 119 46 47 126 104 122 10 14 7 6 0.27 1.01 0.76 0.77 
226 759 406 320 86 203 176 55 48 120 13 14 9 5 0.8 0.14 0.25 0.72 
955 621 612 437 175 60 159 177 160 204 13 8 8 6 0.73 1.01 0.65 0.41 
895 248 396 198 198 179 133 33 115 57 15 10 6 6 0.58 0.39 1.07 0.98 
718 649 374 236 138 88 135 42 187 143 18 11 8 6 0.43 0.21 0.3 0.12 
630 26 597 499 98 58 44 72 49 199 12 9 9 5 0.99 0.89 0.86 0.86 
415 824 386 193 193 142 88 58 77 40 15 9 9 6 0.26 0.85 0.58 1.33 
173 690 326 280 46 105 111 163 38 110 11 14 7 5 0.52 0.28 0.96 0.5 
785 227 564 380 184 30 125 145 188 155 19 9 6 6 0.86 0.74 1.04 0.81 
281 641 627 508 119 188 209 169 111 184 17 9 7 5 0.39 0.97 0.46 0.48 
558 700 585 397 188 135 195 176 98 119 17 11 9 5 0.59 0.53 0.7 0.66 
595 70 252 175 77 51 35 126 48 102 19 12 8 4 0.83 1.07 0.92 0.63 
124 92 352 176 176 166 69 170 73 57 16 13 9 5 0.02 0.39 0.53 0.85 
600 221 398 307 91 58 91 138 53 199 18 12 8 6 0.63 0.26 0.83 0.84 
820 805 522 393 129 69 95 78 150 174 17 12 9 6 0.24 0.41 1.31 1.14 
535 315 370 327 43 185 44 97 34 168 19 14 6 6 0.07 1.11 0.84 0.5 
200 124 504 345 159 118 138 130 94 168 12 14 10 5 0.04 0.42 1.34 0.63 
