10 2 1 3  1345
691 473 2152 2152 2152 2152 0.84 0.91 0.27 
710 51 328 295 33 78 164 10 9 6 0.15 0.78 0.39 
862 407 384 192 192 106 102 17 11 4 0.89 0.7 0.57 
858 169 404 280 124 202 79 16 9 6 0.99 0.97 1.13 
267 348 152 97 55 36 76 15 11 5 0.55 0.35 1.21 
817 916 534 479 55 130 178 11 10 6 0.42 0.65 0.78 
562 122 306 204 102 40 41 16 11 6 0.49 0.15 0.63 
616 291 202 140 62 48 101 18 10 6 0.62 1.22 0.96 
64 532 525 446 79 175 85 17 10 5 0.8 0.42 0.68 
774 159 164 104 60 77 82 19 12 4 0.98 0.45 0.84 
482 437 416 208 208 66 191 19 11 5 0.77 1.05 0.58 
