20 2 2 3  1566
134 181 5012 5012 5012 5012 0.15 1.11 0.84 
21 266 324 245 79 117 162 12 10 5 0.6 1.03 1.16 
528 839 486 380 106 70 162 16 11 5 0.9 0.72 0.49 
437 853 356 178 178 95 125 13 11 4 0.22 1.15 0.97 
888 610 400 200 200 78 129 10 9 5 0.77 0.86 1.43 
368 298 606 404 202 127 191 16 10 4 0.95 0.56 0.98 
0 325 432 347 85 142 144 12 9 6 0.83 0.37 0.66 
762 972 492 337 155 147 164 12 12 4 0.16 1.08 0.75 
491 172 600 519 81 174 200 19 12 4 0.37 0.8 0.61 
361 83 537 482 55 61 179 10 9 4 0.12 1.01 0.55 
969 636 244 175 69 91 122 14 10 4 0.56 0.43 1.23 
393 790 417 278 139 85 102 11 11 6 0.09 0.62 0.37 
468 156 375 276 99 125 125 13 11 6 0.33 0.73 0.97 
75 364 386 193 193 40 50 19 13 6 0.24 0.53 1.03 
981 475 366 183 183 53 114 17 9 6 0.11 0.5 0.29 
487 472 444 296 148 126 53 12 10 6 0.57 1.18 0.53 
305 30 366 336 30 183 175 18 12 5 0.59 0.45 0.16 
708 723 352 176 176 53 79 13 10 5 0.57 0.3 1.06 
180 743 531 480 51 177 99 14 12 4 0.99 1.18 0.16 
94 649 339 256 83 113 37 19 11 4 0.51 0.46 0.61 
722 287 423 282 141 44 123 19 10 6 0.43 0.76 0.95 
