20 2 2 3  1558
495 108 4988 4988 4988 4988 0.65 0.87 0.46 
427 577 141 94 47 45 45 18 9 6 0.55 0.91 0.67 
145 676 549 366 183 49 175 16 12 6 0.67 0.56 0.69 
522 633 324 162 162 127 38 16 11 4 0.94 0.15 0.83 
871 923 378 318 60 59 189 14 13 4 0.58 0.61 1.34 
827 76 402 361 41 201 143 10 9 4 0.64 1.1 0.75 
464 379 492 384 108 105 164 16 10 6 0.33 0.21 0.74 
417 360 408 352 56 204 160 12 12 6 0.61 0.47 0.84 
670 609 402 220 182 201 176 14 12 6 0.47 1.04 0.84 
8 794 552 461 91 184 76 12 12 4 0.06 0.48 1.15 
539 763 468 431 37 66 156 10 11 5 0.69 0.27 0.68 
626 356 302 151 151 81 95 19 11 5 0.77 0.97 0.8 
999 17 372 303 69 124 77 18 11 5 0.56 0.95 0.71 
253 26 507 439 68 73 169 10 12 6 0.02 0.63 1.24 
722 136 414 207 207 185 42 13 11 4 0.19 0.96 0.48 
444 353 591 394 197 84 45 13 13 5 0.85 1.14 0.59 
206 754 567 528 39 189 102 18 9 4 0.63 0.97 0.91 
586 921 372 196 176 170 186 13 12 4 0.15 1.21 0.65 
814 501 438 292 146 71 115 12 12 6 0.28 0.55 0.89 
109 169 528 352 176 45 50 10 12 4 0.48 0.66 0.52 
567 910 262 134 128 131 119 10 8 6 0.36 0.72 1.27 
