50 5 3 10  2565
456 357 12316 12316 12316 12316 12316 12316 12316 12316 12316 12316 12316 0.45 0.34 0.93 0.52 1.11 0.66 
814 396 624 553 71 72 56 51 208 132 80 159 49 93 15 12 9 8 6 5 0.47 1.23 0.97 0.52 0.96 1.13 
749 273 418 225 193 48 54 76 103 209 204 133 208 92 13 15 9 9 6 4 0.91 0.73 0.77 0.39 0.88 0.79 
922 543 370 271 99 97 103 161 43 185 126 165 116 152 15 17 14 9 8 6 0.06 0.5 0.78 0.64 0.62 0.57 
205 458 358 215 143 155 179 85 108 41 128 82 148 56 17 14 10 12 8 5 0.64 1.11 1.11 0.65 0.42 0.93 
739 506 504 421 83 93 131 109 87 89 79 161 73 168 19 12 9 10 7 4 0.37 0.41 1.32 0.88 0.71 0.22 
639 161 600 447 153 143 39 111 112 70 97 200 188 127 14 12 11 10 6 6 0.86 0.71 1.11 1.2 0.72 0.49 
381 442 627 462 165 209 101 134 118 141 87 151 59 91 13 16 12 11 8 4 0.08 0.87 0.28 1.37 1.06 0.25 
776 440 384 312 72 93 192 185 156 133 99 46 41 73 14 15 13 10 7 5 0.31 0.68 0.39 0.84 0.63 0.8 
256 758 390 195 195 40 177 110 98 105 171 38 88 147 15 16 12 10 7 5 0.56 0.3 0.77 0.77 0.59 0.97 
849 824 380 333 47 103 87 165 104 176 63 31 112 190 15 14 12 12 9 4 0.74 0.23 0.59 0.44 0.95 0.17 
671 797 370 223 147 159 185 127 69 34 131 110 180 129 14 12 12 7 8 6 0.45 1.14 0.51 0.4 0.87 0.56 
179 651 621 526 95 87 206 194 57 89 103 195 134 207 16 13 10 9 8 5 0.76 0.5 0.79 1.3 0.32 0.15 
850 481 360 205 155 180 94 152 127 85 175 91 133 41 12 14 10 9 8 5 0.44 1.03 0.57 0.85 0.71 0.56 
134 178 320 168 152 150 150 35 122 160 89 31 65 131 19 11 13 10 7 4 0.13 0.5 0.62 1.09 0.97 1.02 
389 587 618 530 88 174 171 61 206 97 59 204 170 141 17 13 8 10 7 5 0.4 0.27 0.37 1.22 1.1 0.15 
408 61 567 397 170 175 34 153 189 63 100 154 116 77 12 12 13 8 9 4 0.78 0.14 0.54 0.96 0.48 1.06 
593 373 549 407 142 52 33 62 183 82 143 60 92 97 15 9 14 8 6 6 0.27 0.54 0.79 0.98 0.74 0.96 
180 102 374 327 47 64 42 167 52 187 120 171 75 48 16 13 10 11 7 5 0.98 1.06 0.81 0.73 0.98 0.8 
240 237 603 534 69 160 121 139 139 113 201 59 112 168 18 17 12 9 7 6 0.08 0.22 0.96 0.5 0.42 0.56 
726 733 414 261 153 41 30 163 200 122 180 207 103 181 14 13 11 11 6 6 0.04 0.26 1.2 0.74 0.65 1.08 
609 36 400 200 200 175 87 171 197 113 96 159 97 82 15 15 14 8 7 4 0.24 0.41 0.39 0.72 1.14 1.26 
277 750 621 414 207 204 120 80 157 61 56 199 66 141 18 16 11 11 7 4 0.4 0.48 0.43 1.04 0.94 1.12 
560 354 597 562 35 171 49 199 66 127 69 91 179 159 14 9 9 9 6 5 0.74 0.34 0.01 0.81 0.38 0.41 
460 32 388 315 73 159 154 74 86 194 120 93 120 185 16 13 9 11 8 5 0.14 0.34 1.03 0.41 0.97 1.01 
972 75 388 241 147 140 176 174 115 68 38 181 182 194 11 9 13 11 8 4 0.65 0.61 0.96 0.4 0.52 0.58 
343 920 615 562 53 176 114 37 134 146 205 108 104 198 14 10 8 11 6 4 0.94 0.3 0.63 0.99 0.49 0.79 
462 444 618 414 204 92 146 192 118 121 165 206 176 171 15 12 13 8 7 6 0.14 0.83 0.56 0.58 1.34 0.92 
619 527 546 428 118 181 182 131 87 144 155 65 111 62 14 13 9 7 7 5 0.44 0.4 0.23 0.13 0.83 0.62 
407 273 600 543 57 200 140 141 169 119 149 102 95 93 17 11 8 9 8 4 0.57 0.37 0.96 0.69 0.2 0.62 
307 320 573 386 187 135 191 122 72 38 87 107 176 94 17 11 11 10 6 5 0.63 1.06 0.92 0.72 0.5 0.38 
22 656 350 239 111 172 64 175 73 51 35 46 86 114 14 10 12 7 8 6 0.44 0.97 1.18 0.79 1.17 1.14 
485 550 360 293 67 180 116 151 134 130 88 152 74 52 18 12 8 7 6 5 0.78 1.08 1.04 0.22 0.92 1.21 
44 50 414 332 82 144 81 156 92 59 118 66 57 207 15 16 8 11 7 5 0.61 1 0.78 0.9 1.05 0.77 
422 449 340 227 113 91 119 162 155 135 93 52 48 170 12 17 11 9 6 5 0.67 0.38 0.27 0.28 0.03 0.6 
611 515 394 197 197 93 190 157 139 172 158 66 132 120 19 10 13 9 6 4 0.18 0.76 0.84 0.95 0.6 0.32 
