20 2 2 3  1700
528 829 5440 5440 5440 5440 0.43 0.76 1.14 
188 931 531 354 177 135 177 12 9 5 0.67 1.02 0.72 
990 815 621 462 159 207 191 17 12 6 0.74 0.41 0.48 
421 707 450 309 141 150 37 19 12 6 0.56 0.78 1.2 
708 394 615 410 205 91 77 17 8 6 0.89 0.53 0.47 
61 634 340 211 129 170 80 10 10 5 0.6 0.31 0.79 
814 477 354 177 177 103 58 19 8 5 0.27 0.7 0.8 
261 86 594 467 127 198 163 16 10 4 0.35 0.5 0.37 
300 587 516 483 33 172 138 17 8 4 0.13 1.26 1.24 
759 423 408 204 204 43 112 13 11 4 0.16 0.63 0.72 
477 574 414 207 207 44 117 11 8 5 0.8 0.17 1.09 
742 584 513 365 148 55 171 14 10 6 0.13 0.68 1.03 
993 396 380 281 99 157 190 18 8 6 0.85 0.58 0.74 
178 601 256 128 128 94 107 12 10 5 0.06 0.61 1.17 
316 4 322 198 124 130 161 14 7 6 0.48 1.16 0.54 
402 43 230 150 80 115 100 15 8 4 0.67 0.38 0.6 
960 292 426 288 138 142 39 14 10 6 0.72 0.41 0.82 
229 324 510 340 170 112 89 12 10 6 0.22 1.1 1.33 
714 55 414 207 207 125 164 19 12 4 0.41 0.76 1.22 
421 833 336 293 43 168 156 11 13 6 0.85 0.41 0.14 
246 917 354 233 121 59 177 18 10 4 0.16 0.51 0.89 
