30 5 2 10  2320
674 163 7425 7425 7425 7425 7425 7425 7425 7425 7425 7425 7425 0.07 0.51 0.37 0.2 1.2 0.31 
177 355 418 345 73 75 58 53 69 53 209 162 200 109 14 15 9 7 9 6 0.31 1.09 0.42 1 0.12 0.29 
695 904 591 547 44 49 62 175 95 99 130 197 162 96 10 16 12 10 9 6 0.62 0.52 0.64 0.69 0.91 0.56 
410 898 621 445 176 62 45 62 103 193 207 191 135 47 19 9 12 12 7 5 0.58 0.83 0.88 1 0.28 0.86 
553 152 382 211 171 183 85 61 71 188 191 70 46 50 12 17 8 10 7 6 0.72 0.75 0.31 1.28 0.49 0.58 
801 760 408 239 169 103 173 62 100 146 126 204 99 48 19 16 11 10 7 5 0.48 0.34 0.46 1.34 0.79 0.53 
313 917 392 318 74 40 71 144 82 32 85 195 112 196 16 12 13 10 7 4 0.89 0.37 0.84 1.24 0.54 0.66 
645 437 519 450 69 130 88 56 86 101 173 163 71 151 19 13 9 8 8 6 0.65 0.35 0.62 0.99 0.8 1.2 
914 504 561 432 129 135 125 122 144 110 71 106 187 51 16 13 13 8 8 4 0.55 0.99 0.93 1.1 0.97 0.51 
405 474 624 532 92 101 208 113 50 174 89 133 190 55 15 13 11 10 6 5 0.11 0.43 1.24 0.71 1.02 1.02 
351 224 408 230 178 175 32 204 91 77 170 33 121 126 14 10 11 10 7 6 0.24 1.15 0.32 1.02 0.73 1.15 
142 60 567 448 119 123 145 87 189 116 104 115 80 88 16 13 11 10 7 6 0.19 1.01 0.57 0.95 0.28 0.85 
443 259 618 580 38 142 105 149 98 67 109 103 206 138 19 14 14 8 7 6 0.07 0.96 0.96 1.09 1.07 1.03 
72 931 400 308 92 48 65 200 121 148 52 40 107 111 18 10 12 9 8 4 0.59 1.05 0.9 0.4 0.85 0.37 
964 381 609 460 149 184 151 50 176 203 194 64 94 94 11 14 12 7 7 6 0.3 0.55 0.2 0.9 0.47 1.1 
389 199 398 279 119 165 153 56 184 157 89 184 199 120 14 13 13 8 7 6 0.86 1 0.72 0.47 0.5 0.36 
56 947 549 514 35 48 176 177 40 85 96 110 183 182 13 13 13 10 8 5 0.95 0.44 0.33 1.17 0.5 0.79 
106 338 606 424 182 38 179 154 80 87 61 155 202 164 15 14 8 10 8 5 0.23 0.57 0.7 0.48 1.49 1.23 
672 237 483 393 90 114 35 96 135 73 115 161 68 120 11 11 10 7 7 5 0.63 0.47 1.06 0.57 0.47 1.27 
800 263 615 555 60 197 205 202 61 129 139 80 104 153 13 12 9 10 7 5 0.06 0.33 1.04 0.41 0.63 1.39 
386 2 606 527 79 112 178 202 142 178 158 125 76 193 13 16 9 8 7 4 0.74 0.74 0.98 0.98 0.1 0.91 
130 372 346 190 156 150 70 139 63 68 173 72 163 49 13 13 11 10 6 4 0.4 0.29 1.18 1.34 0.38 0.19 
491 247 594 466 128 53 194 147 198 184 99 133 136 83 11 15 9 8 9 5 0.02 0.99 1.17 0.91 0.79 0.67 
655 18 576 408 168 96 139 93 152 122 192 123 165 114 18 9 14 9 8 5 0.25 0.98 0.55 0.5 1.09 0.53 
729 758 350 298 52 123 175 136 136 62 126 174 119 57 11 13 9 12 8 4 0.46 0.92 0.87 1.03 0.44 0.2 
272 535 404 229 175 152 47 202 79 36 181 98 75 124 10 15 11 11 8 6 0.96 0.1 0.6 1.04 0.79 0.75 
978 232 340 204 136 170 149 50 151 53 98 69 49 108 15 16 11 12 7 6 0.92 0.45 0.22 0.63 0.43 0.43 
422 228 418 228 190 124 191 141 165 109 53 163 193 209 14 12 8 10 7 6 0.99 1.23 1.14 0.93 0.29 0.55 
282 978 398 203 195 123 66 66 131 80 34 39 199 170 16 16 11 8 7 6 0.25 0.04 0.13 0.59 0.59 1.34 
883 305 392 338 54 74 196 66 196 130 44 81 115 93 16 11 12 11 6 6 0.91 0.68 0.64 0.75 0.38 0.46 
418 162 396 363 33 197 43 96 148 86 173 107 198 191 18 11 14 9 7 5 0.77 0.68 0.52 1.16 1.21 0.67 
