30 5 2 10  2311
842 918 7397 7397 7397 7397 7397 7397 7397 7397 7397 7397 7397 0.32 1.29 0.45 0.31 0.75 0.5 
979 124 558 449 109 186 114 146 47 116 64 180 80 98 10 14 10 8 6 5 0.59 1.07 0.89 0.98 0.54 0.84 
197 524 606 423 183 202 138 72 67 97 96 61 49 149 19 14 12 11 8 5 0.35 0.92 0.35 1.18 0.78 1.09 
580 520 480 347 133 100 105 124 58 34 160 83 49 41 13 12 12 9 9 4 0.11 0.84 0.33 1.07 1.26 0.33 
168 683 624 530 94 123 196 157 32 208 77 148 99 192 15 15 9 10 8 5 0.66 0.48 0.84 1.09 0.87 0.71 
412 313 540 432 108 133 33 90 86 81 113 33 147 180 19 14 9 8 8 6 0.74 0.97 0.59 0.61 0.6 0.64 
316 974 543 512 31 41 78 181 56 110 166 169 36 178 17 15 8 8 8 4 0.09 0.29 0.72 1.12 0.5 1.03 
251 803 392 296 96 190 92 64 147 40 138 161 109 196 12 12 9 9 6 5 0.86 0.85 1.01 0.42 1.11 1.18 
94 381 378 189 189 76 156 175 118 59 150 179 86 134 13 13 13 9 7 6 0.44 0.5 0.25 0.76 0.62 0.82 
99 173 504 461 43 83 52 147 168 158 121 48 83 36 18 12 8 10 7 4 0.41 0.35 0.79 0.57 0.74 0.27 
909 184 621 466 155 103 107 33 190 118 207 133 139 55 13 14 9 10 8 5 0.81 0.4 0.47 0.82 0.95 0.72 
982 569 615 496 119 197 205 197 50 34 81 166 108 126 10 14 11 12 8 5 0.93 0.38 0.87 1.09 0.63 0.68 
478 352 627 431 196 198 142 113 123 76 174 156 209 185 19 17 12 9 7 4 0.57 0.68 0.88 0.88 0.72 0.91 
324 887 465 429 36 52 99 63 119 89 155 56 127 84 19 11 8 9 6 4 0.08 0.29 0.42 0.9 0.78 0.87 
404 336 543 510 33 180 161 139 181 45 39 179 165 60 18 17 13 9 7 4 0.32 0.77 1.13 0.15 0.84 0.65 
243 751 400 259 141 112 88 172 39 192 200 193 177 129 10 16 11 9 7 5 0.03 0.41 1.14 0.3 0.64 1.04 
109 512 414 249 165 155 56 136 207 140 80 148 95 140 10 12 13 8 6 4 0.27 0.86 1.03 0.59 0.79 0.61 
136 354 585 529 56 63 195 38 83 124 51 141 143 143 10 13 12 9 7 5 0.57 1.07 1.2 1.09 1.38 0.29 
710 159 388 213 175 167 30 160 56 86 194 128 76 116 15 15 11 9 8 6 0.66 0.08 0.21 0.64 0.9 0.81 
439 774 621 491 130 129 207 36 194 69 207 174 67 82 13 10 13 9 7 6 0.27 0.74 0.35 0.81 0.77 0.54 
398 535 402 340 62 48 43 166 184 134 121 139 201 46 10 12 8 9 9 6 0.81 0.01 0.46 0.83 1.03 0.85 
625 312 606 518 88 137 189 104 58 87 131 122 140 202 16 12 9 9 8 4 0.16 0.45 1.3 0.33 1 1.26 
467 16 609 406 203 161 53 67 196 30 171 168 99 39 16 16 10 7 6 6 0.14 1 1.15 0.59 0.95 0.98 
808 472 352 251 101 74 90 110 176 57 126 133 131 44 15 12 11 8 8 4 0.19 0.42 0.88 0.84 0.97 1.4 
839 218 609 448 161 87 187 175 161 115 187 203 186 34 11 12 10 9 9 6 0.19 0.58 0.31 0.56 1.2 0.87 
874 557 531 408 123 109 177 127 103 168 177 53 127 119 18 14 14 8 7 5 0.77 0.67 0.87 0.26 0.47 0.7 
802 53 612 564 48 47 57 137 82 51 154 31 160 204 13 14 13 12 9 5 0.24 0.72 1 1.13 0.7 1.11 
643 50 564 422 142 177 102 188 156 64 181 121 108 46 15 14 14 11 7 4 0.7 1.08 0.73 0.42 1.54 0.67 
101 893 404 202 202 87 158 38 202 133 80 85 143 58 12 10 8 9 7 6 0.58 0.94 0.81 0.81 0.84 0.34 
411 54 378 290 88 117 109 116 172 162 189 62 81 92 15 13 9 9 7 5 0.42 0.66 0.71 0.75 1.2 0.29 
826 998 597 398 199 191 41 81 122 132 128 95 194 133 18 10 9 10 7 6 0.48 0.77 0.42 1.01 1.22 1.39 
