40 3 3 6  1976
679 877 9487 9487 9487 9487 9487 9487 9487 0.16 1.17 0.54 1.23 
444 643 549 476 73 183 122 162 93 74 15 14 9 4 0.94 0.86 0.77 0.24 
198 567 477 405 72 139 159 128 63 45 13 14 11 4 0.94 1.17 0.56 0.62 
919 161 627 550 77 209 46 90 168 62 18 10 11 4 0.92 0.21 0.79 0.63 
681 876 354 260 94 122 136 177 59 58 10 11 7 6 0.31 0.93 1.3 0.82 
112 998 543 363 180 108 100 55 110 181 18 11 8 6 0.53 0.35 1.2 0.31 
741 602 318 203 115 73 159 126 53 102 15 14 10 6 0.73 0.36 0.93 0.64 
843 136 552 495 57 103 142 184 90 136 10 10 7 6 0.67 0.54 0.86 0.51 
340 646 408 374 34 204 132 41 64 152 15 11 8 4 0.8 0.85 0.93 1.36 
580 947 570 380 190 43 155 177 176 154 11 14 8 5 0.75 0.58 0.26 0.38 
246 396 609 547 62 112 65 203 190 68 10 14 9 5 0.72 0.38 0.61 0.75 
341 320 489 339 150 86 163 119 89 75 11 13 9 6 0.81 0.76 0.63 0.95 
543 750 398 352 46 199 170 84 137 47 18 13 10 6 0.82 1.19 0.47 0.82 
894 393 222 155 67 35 100 88 63 111 10 8 8 6 0.21 0.95 0.54 0.5 
446 427 414 219 195 121 206 207 39 207 10 9 8 5 0.31 0.7 0.91 0.57 
380 336 390 195 195 193 189 145 66 129 13 11 9 5 0.61 0.96 0.23 1.18 
896 233 408 204 204 160 48 56 102 192 13 14 10 4 0.44 0.16 0.28 1.19 
867 594 296 148 148 93 86 136 47 93 16 12 11 6 0.12 1.03 1.09 1.03 
489 882 552 417 135 65 57 184 143 116 18 15 10 4 0.66 0.44 0.17 0.76 
44 537 483 322 161 129 31 60 139 87 15 10 8 6 0.1 1.03 1.22 0.46 
656 975 326 283 43 163 41 45 67 64 14 12 7 4 0.05 0.62 0.51 0.89 
313 897 358 182 176 179 85 120 110 135 11 10 10 5 0.02 0.77 0.59 0.47 
657 160 390 327 63 92 85 135 98 195 16 13 8 4 0.49 0.87 0.45 0.54 
333 261 603 438 165 136 113 168 201 196 18 9 10 6 0.01 0.59 0.58 0.66 
867 950 600 437 163 60 184 200 170 65 16 8 9 5 0.18 0.3 0.97 1.06 
912 921 288 160 128 38 144 113 32 96 16 9 7 4 0.13 0.88 0.53 0.36 
314 532 410 294 116 47 205 195 143 48 19 15 8 6 0.36 1.16 0.97 0.47 
549 162 352 277 75 32 37 154 142 176 10 11 10 5 0.34 0.63 0.76 0.98 
666 783 348 232 116 76 44 112 41 54 10 11 8 4 0.58 1.26 0.32 0.39 
181 116 543 384 159 153 181 163 73 140 10 13 11 4 0.84 0.34 0.37 1.05 
994 653 576 507 69 192 124 192 148 160 13 9 9 5 0.97 0.39 0.86 0.31 
997 225 510 403 107 170 46 52 124 89 18 14 7 5 0.67 0.51 0.61 0.08 
801 160 340 170 170 116 80 107 38 42 10 8 9 6 0.95 0.19 1.18 0.58 
508 986 612 526 86 91 204 121 100 74 18 8 6 6 0.69 0.93 0.65 0.41 
249 185 298 149 149 142 111 57 38 120 11 13 7 5 0.92 0.68 0.86 0.9 
568 972 378 261 117 188 49 51 53 189 15 12 8 4 0.56 0.54 1.32 1.09 
840 1 480 403 77 82 47 106 132 160 13 9 8 4 0.16 0.72 0.7 0.29 
27 201 402 353 49 155 159 37 152 201 13 13 8 4 0.41 0.76 0.86 0.93 
603 339 352 221 131 50 124 87 176 59 12 12 8 4 0.58 0.37 0.09 0.11 
138 828 406 260 146 87 53 57 195 203 19 14 8 4 0.96 0.77 0.79 1.07 
537 780 406 243 163 203 164 166 137 67 14 13 6 4 0.94 0.45 0.45 1.22 
