40 3 3 6  2083
384 64 10003 10003 10003 10003 10003 10003 10003 0.97 0.97 1.03 0.3 
530 951 492 328 164 73 94 134 65 150 15 9 7 5 0.68 0.93 0.44 0.31 
667 589 362 194 168 54 171 181 94 175 11 14 10 6 0.82 1.01 1.08 0.92 
787 4 406 203 203 76 63 92 193 61 19 10 8 6 0.63 1.05 0.49 0.74 
155 845 444 296 148 82 61 40 147 102 18 11 9 5 0.51 0.27 0.84 0.39 
783 202 543 376 167 30 62 115 140 181 16 12 7 5 0.52 0.98 0.39 0.55 
604 118 364 182 182 130 122 65 62 176 19 14 8 6 0.15 0.43 0.11 0.49 
351 257 606 537 69 46 202 44 69 114 13 13 9 5 0.63 0.41 0.37 1.06 
777 135 384 336 48 52 111 185 31 192 19 10 8 4 0.96 0.65 0.8 0.58 
367 745 410 289 121 205 84 184 103 173 17 11 10 6 0.49 0.5 1.13 0.58 
24 8 612 426 186 48 42 160 167 204 14 14 9 4 0.98 1.02 0.75 0.91 
612 861 394 206 188 197 73 130 183 67 18 8 9 4 0.61 0.7 1.22 0.85 
881 204 573 395 178 35 61 122 32 191 13 11 9 6 0.35 0.9 0.83 0.87 
240 221 398 242 156 143 144 199 85 48 12 9 10 5 0.02 0.61 0.98 0.87 
479 151 410 205 205 56 195 98 56 107 12 9 9 6 0.27 1.01 1.23 0.72 
565 371 334 225 109 87 31 167 117 96 11 12 7 4 0.23 0.26 0.7 0.78 
19 634 516 373 143 127 132 172 132 31 10 8 9 5 0.59 0.51 0.62 0.42 
19 673 540 472 68 180 56 144 160 60 16 14 10 4 0.21 0.21 0.71 0.46 
805 382 459 306 153 153 73 102 153 54 13 10 8 6 0.27 0.29 0.71 1.11 
637 158 501 342 159 151 148 167 164 164 14 14 8 4 0.12 0.4 0.25 0.42 
933 641 418 318 100 105 88 209 182 201 16 13 8 5 0.59 0.35 0.24 0.73 
404 737 350 186 164 175 98 170 47 49 11 13 7 6 0.56 0.52 1.29 0.66 
840 464 388 284 104 95 194 64 153 34 13 9 8 5 0.29 0.83 0.17 1.07 
49 945 615 418 197 205 97 60 34 159 11 14 6 5 0.04 0.68 0.81 0.32 
919 105 374 198 176 115 185 61 34 187 16 14 8 4 0.43 0.59 0.56 0.54 
509 140 370 229 141 185 160 43 134 135 18 12 9 5 0.53 1.17 0.8 0.44 
439 319 398 210 188 140 119 199 73 159 14 9 7 6 0.95 1.29 0.45 0.62 
130 920 597 429 168 199 39 113 198 41 11 13 10 5 0.46 0.93 0.89 1.09 
728 571 410 350 60 205 185 186 89 152 12 11 7 5 0.28 0.68 0.81 0.91 
701 748 588 517 71 62 38 148 196 103 12 11 10 5 0.92 0.38 0.09 0.85 
848 48 396 309 87 95 115 120 113 198 14 10 8 6 0.46 0.75 0.51 0.76 
606 465 378 208 170 109 189 145 138 37 15 10 9 5 0.81 0.69 1.15 1.06 
71 773 268 207 61 131 134 42 89 84 11 9 6 5 0.91 1.09 0.5 1.16 
974 72 492 367 125 132 164 44 103 117 18 14 7 4 0.66 0.75 0.89 0.89 
664 388 384 293 91 152 143 111 112 192 16 14 10 4 0.57 0.05 0.69 1.03 
504 374 513 342 171 86 126 152 92 31 16 8 8 5 0.18 0.33 0.76 0.58 
75 652 404 252 152 202 95 95 188 53 13 13 8 4 0.37 1.14 0.51 1.03 
331 620 579 531 48 193 42 132 136 45 16 10 10 6 0.61 0.16 0.11 0.87 
369 730 588 472 116 185 141 152 176 196 15 11 10 4 0.88 0.15 0.06 1.2 
210 970 588 533 55 51 75 196 173 128 18 12 9 6 0.56 1.06 0.2 0.23 
390 453 356 188 168 112 171 163 139 178 14 10 8 4 0.85 0.49 0.31 0.85 
