10 2 1 3  1535
793 335 2457 2457 2457 2457 0.92 0.28 0.34 
567 429 332 250 82 166 101 12 12 4 0.3 0.63 0.92 
229 373 206 103 103 46 61 14 10 6 0.19 0.48 0.28 
996 281 366 220 146 183 152 14 10 4 0.25 0.38 0.59 
434 364 576 384 192 75 104 17 11 5 0.5 0.91 0.93 
739 12 324 162 162 90 146 14 10 6 0.86 0.82 0.39 
301 280 414 207 207 102 82 15 7 6 0.41 0.36 0.37 
567 856 555 504 51 185 39 16 13 6 0.53 1.01 0.89 
708 715 298 265 33 149 120 16 10 5 0.49 0.54 0.62 
193 500 196 122 74 98 31 14 9 5 0.64 0.64 0.76 
275 407 284 142 142 41 47 18 10 4 0.21 0.61 0.53 
