10 3 1 6  1565
418 419 2504 2504 2504 2504 2504 2504 2504 0.25 0.34 0.41 0.54 
120 123 567 485 82 126 73 189 41 82 19 13 9 4 0.04 0.25 0.45 1.09 
801 863 525 465 60 175 136 169 155 38 15 9 9 6 0.25 0.93 1.02 0.27 
138 83 615 535 80 59 65 205 91 107 13 13 8 6 0.95 0.44 1.41 1.03 
93 903 606 506 100 177 92 57 202 158 10 13 10 5 0.86 0.28 0.39 0.93 
54 853 258 162 96 118 70 129 85 129 11 12 9 4 0.66 0.92 0.66 0.47 
931 731 366 183 183 57 152 118 161 69 10 13 9 6 0.26 0.39 0.2 0.19 
537 679 336 220 116 51 50 121 168 126 10 14 7 5 0.88 0.31 0.63 0.52 
335 911 378 211 167 61 162 152 144 189 17 13 8 4 0.05 1.17 0.29 0.19 
871 503 447 314 133 33 108 47 110 149 12 9 7 4 0.98 0.86 0.62 0.19 
674 245 540 452 88 53 162 180 149 96 16 10 8 5 0.55 0.83 0.72 0.61 
