50 2 3 3  2506
917 253 12030 12030 12030 12030 0.1 0.98 0.53 
764 944 312 263 49 70 104 17 12 6 0.75 0.46 0.55 
849 463 564 384 180 99 188 19 10 5 0.77 1 0.81 
931 316 266 173 93 49 133 18 8 4 0.9 0.23 0.28 
127 128 224 112 112 80 62 15 8 4 0.4 0.82 0.82 
661 690 148 74 74 59 72 19 7 6 0.62 0.33 0.58 
672 521 222 111 111 90 71 16 10 5 0.44 0.82 0.78 
3 503 414 276 138 128 59 12 12 4 0.23 0.66 0.52 
459 246 232 161 71 97 116 12 13 4 0.34 0.91 0.95 
189 594 280 238 42 140 129 15 8 5 0.08 0.25 0.49 
903 537 495 330 165 149 35 10 11 5 0.54 0.98 0.57 
744 50 555 463 92 185 143 13 8 4 0.87 0.73 0.49 
832 84 585 390 195 110 111 10 11 4 0.61 1.06 1.05 
369 888 612 408 204 118 142 10 9 6 0.12 0.88 0.5 
292 366 588 492 96 196 88 17 8 4 0.9 0.36 0.76 
255 90 519 346 173 119 108 19 8 5 0.36 0.89 0.58 
566 912 350 223 127 102 175 13 8 5 0.08 0.22 1.3 
84 856 306 258 48 102 36 15 9 6 0.77 0.69 0.68 
859 477 168 89 79 33 84 15 8 4 0.29 0.58 0.4 
636 535 327 250 77 109 56 11 11 6 0.68 0.13 1.37 
284 755 384 354 30 71 128 13 10 4 0.77 0.63 0.39 
573 216 627 571 56 183 209 17 10 6 0.51 1.08 1.08 
238 25 528 398 130 176 66 11 12 5 0.03 0.43 0.79 
191 350 188 134 54 55 94 17 8 5 0.26 0.49 0.55 
606 209 294 240 54 98 85 10 13 5 0.35 1.02 0.88 
484 260 624 540 84 183 208 15 8 5 0.35 0.23 0.58 
112 14 178 90 88 64 89 16 7 6 0.72 0.15 0.86 
166 73 576 384 192 74 109 13 10 6 0.79 0.74 0.62 
586 748 352 262 90 176 150 11 9 6 0.98 0.43 1.33 
937 656 558 372 186 96 158 14 11 4 0.71 0.24 1.02 
733 535 416 208 208 82 125 17 9 4 0.65 0.88 0.59 
576 625 376 275 101 188 106 16 10 5 0.74 0.63 0.7 
859 41 324 209 115 123 162 19 11 4 0.33 0.6 0.48 
227 961 597 426 171 199 126 14 10 6 0.82 0.65 0.94 
131 617 358 237 121 89 179 19 12 6 0.79 0.5 0.21 
282 93 573 494 79 133 191 14 10 5 0.79 0.82 0.91 
551 874 362 330 32 104 181 12 9 6 0.3 1.31 1.19 
21 276 474 374 100 158 56 19 12 5 0.97 0.9 1.12 
540 830 171 114 57 34 42 10 11 5 0.35 0.52 0.16 
715 147 390 319 71 69 195 13 12 6 0.56 0.97 0.49 
696 640 582 487 95 194 157 15 13 5 0.35 0.44 0.58 
733 391 384 201 183 186 192 17 9 5 0.84 1.17 0.71 
307 354 582 388 194 124 91 18 10 6 0.68 0.57 0.73 
153 491 600 400 200 170 161 14 7 6 0.69 0.37 0.95 
350 805 360 243 117 180 81 13 10 5 0.36 0.03 0.77 
568 901 206 148 58 103 46 11 11 5 0.81 0.39 0.37 
146 56 370 185 185 77 178 14 9 4 0.2 0.93 1 
36 287 594 482 112 198 110 13 8 6 0.06 0.8 1.36 
234 895 356 178 178 138 175 16 12 5 0.99 0.16 0.58 
668 591 226 159 67 47 113 16 13 6 0.8 0.03 0.41 
584 148 280 140 140 135 65 15 8 5 0.22 0.78 0.24 
