20 3 2 6  1591
596 515 5093 5093 5093 5093 5093 5093 5093 0.04 0.1 0.48 0.43 
487 592 370 300 70 51 185 173 178 63 15 9 8 5 0.75 0.23 0.43 0.5 
130 681 380 300 80 82 190 130 79 55 14 13 7 4 0.9 1.14 1.11 0.98 
781 179 292 247 45 99 122 92 146 36 14 13 9 5 0.1 0.71 0.67 1.19 
348 423 594 448 146 36 100 198 37 161 12 9 8 4 0.36 0.61 0.98 0.47 
790 530 456 336 120 152 147 115 101 78 11 12 9 6 0.97 0.84 0.89 0.59 
541 779 360 210 150 70 71 94 109 180 17 11 8 6 0.84 0.86 0.31 0.54 
982 558 364 277 87 67 54 182 92 146 10 12 7 5 0.41 0.88 0.73 0.33 
36 921 314 167 147 144 96 153 157 107 10 14 10 4 0.18 0.6 0.69 1.11 
424 364 416 323 93 45 160 201 208 168 13 15 8 5 0.43 0.72 0.63 0.44 
82 524 576 442 134 182 63 192 77 112 12 10 7 5 0.12 0.66 0.32 1.04 
382 848 591 408 183 59 197 87 80 172 10 11 9 4 0.21 1.16 1.2 0.75 
584 696 615 527 88 205 100 50 205 107 18 11 9 6 0.46 0.65 0.94 1.03 
180 646 410 292 118 31 132 205 115 54 15 11 10 5 0.75 0.81 0.59 0.73 
932 907 525 398 127 175 67 132 109 35 11 13 10 4 0.18 0.7 0.5 1.3 
706 526 414 335 79 141 71 159 71 207 11 8 8 6 0.97 0.7 0.67 0.87 
461 129 374 222 152 56 153 31 187 118 18 10 8 6 0.62 0.3 1.19 0.45 
117 594 468 312 156 87 120 137 68 149 12 12 9 5 0.66 0.65 0.76 0.98 
461 960 354 308 46 177 100 130 62 160 11 14 7 4 0.19 1.08 0.77 0.75 
889 807 418 378 40 44 209 204 200 114 19 13 6 5 0.81 0.81 0.4 0.29 
903 68 597 560 37 73 199 133 159 187 12 12 9 5 0.25 0.96 0.62 0.84 
