30 2 2 3  2286
850 272 7317 7317 7317 7317 0.86 0.34 1.17 
709 709 507 338 169 135 139 12 8 5 0.95 0.32 0.78 
744 794 276 138 138 94 40 14 12 4 0.72 0.95 0.51 
859 350 600 440 160 78 200 18 11 5 0.31 0.96 0.3 
211 469 399 266 133 77 100 10 11 4 0.03 0.95 0.86 
765 399 384 216 168 192 169 17 11 6 0.23 1.14 0.6 
644 306 364 223 141 182 112 13 12 4 0.22 0.95 1.33 
668 181 416 208 208 108 79 10 10 4 0.28 0.23 0.95 
635 507 334 209 125 104 167 13 9 6 0.64 0.48 1.15 
621 159 618 412 206 36 39 11 11 6 0.87 0.76 1 
824 117 294 231 63 147 111 19 10 5 0.58 0.8 0.79 
96 813 370 185 185 52 127 13 10 6 0.74 1.14 0.32 
818 442 492 328 164 82 79 14 10 5 0.05 0.18 0.77 
54 939 312 156 156 38 97 15 8 6 0.09 1.08 0.93 
927 252 312 156 156 111 70 10 7 4 0.71 0.8 0.55 
324 342 226 159 67 71 113 14 8 5 0.26 0.73 0.2 
290 160 368 184 184 30 45 13 11 6 0 1.03 0.24 
587 382 396 352 44 198 181 19 11 5 0.29 0.87 0.58 
125 451 597 481 116 180 199 10 9 4 0.73 0.71 0.95 
430 967 294 196 98 66 62 14 10 4 0.37 0.92 0.85 
157 159 369 272 97 77 123 10 8 5 0.92 0.11 0.58 
477 821 402 201 201 82 48 10 12 5 0.71 0.84 0.59 
66 759 398 284 114 199 98 18 9 6 0.27 0.99 0.5 
503 661 410 335 75 205 32 17 10 5 0.42 0.94 0.37 
199 140 314 268 46 157 127 17 8 6 0.72 0.85 0.97 
654 355 206 103 103 52 77 16 11 6 0.91 0.69 0.67 
996 655 582 415 167 194 177 19 9 6 0.06 1.13 0.75 
911 495 573 458 115 191 145 13 12 6 0.39 0.85 0.79 
388 958 320 250 70 160 58 11 8 4 0.9 0.88 0.75 
152 533 228 175 53 39 114 19 9 4 0.1 0.83 0.93 
479 763 444 296 148 101 41 11 11 6 0.19 0.87 0.77 
