40 5 3 10  2050
174 426 9840 9840 9840 9840 9840 9840 9840 9840 9840 9840 9840 0.76 0.62 0.72 0.43 0.81 1.04 
791 196 609 406 203 40 196 83 159 83 101 108 79 114 17 13 10 7 9 5 0.09 0.96 0.36 0.51 1.28 0.77 
745 227 612 408 204 112 159 160 33 70 76 151 31 66 18 12 11 9 7 6 0.18 0.14 0.53 0.75 0.48 0.57 
451 767 573 429 144 179 65 180 191 170 39 38 188 189 19 12 11 7 7 5 0.76 1.03 0.86 0.35 0.94 0.92 
14 142 588 450 138 120 130 117 151 81 196 97 30 96 13 13 13 10 7 5 0.28 1.15 0.45 1.42 0.79 0.53 
319 793 408 204 204 51 130 90 165 144 44 61 164 159 12 14 10 9 8 4 0.56 0.38 0.43 0.28 1.03 1.12 
460 18 618 565 53 169 206 183 183 206 168 153 174 50 10 16 13 10 7 5 0.85 1.32 0.5 1.33 0.9 1.16 
232 927 603 428 175 190 164 67 201 196 45 68 161 167 14 13 10 9 6 6 0.7 0.25 0.38 0.47 0.43 0.43 
490 413 362 227 135 68 150 93 181 102 160 32 53 66 12 11 10 10 7 5 0.27 1.13 1.01 0.62 0.95 1.12 
146 749 306 275 31 143 153 67 153 75 61 145 75 43 13 12 10 7 7 6 0.94 0.44 0.88 0.29 1.25 0.7 
553 75 603 427 176 201 69 61 45 116 42 134 102 125 14 16 14 9 8 5 0.25 0.65 1.02 0.67 0.63 0.9 
615 75 412 330 82 197 128 50 78 101 197 196 206 84 10 14 12 8 9 5 0.5 1.24 0.36 1.25 0.84 0.99 
653 104 627 471 156 131 154 82 69 182 209 37 152 159 13 10 9 9 6 6 0.25 0.49 1.07 0.48 0.33 0.63 
736 893 388 243 145 31 194 94 112 47 79 40 44 132 16 14 14 10 7 4 0.93 0.34 0.68 1.04 1.15 0.31 
794 39 312 255 57 148 45 32 156 153 105 32 86 31 11 12 8 10 6 4 0.59 0.38 0.4 0.48 0.52 0.57 
61 669 603 560 43 33 115 96 77 189 196 90 201 159 16 14 10 10 8 5 0.3 0.4 1.13 0.96 0.92 0.64 
149 442 549 462 87 161 181 88 34 154 117 124 36 183 19 9 14 7 8 4 0.29 1.06 0.62 1.18 0.39 0.36 
772 68 525 412 113 106 118 87 73 119 161 175 148 123 12 10 13 8 9 5 0.22 0.26 0.66 0.96 0.62 0.89 
960 148 368 277 91 138 123 184 119 55 144 42 129 166 11 16 10 9 8 5 0.16 1.01 0.59 0.98 0.4 0.89 
492 386 579 522 57 179 187 193 176 187 73 147 95 87 17 15 13 7 7 4 0.75 0.55 0.32 0.99 0.19 0.66 
929 342 621 435 186 207 191 115 175 123 73 42 90 161 10 12 11 12 7 6 0.44 1.05 0.54 1.04 0.95 1.18 
385 728 600 429 171 115 135 122 121 116 36 194 200 59 10 16 12 10 7 4 0.96 1.02 0.74 0.14 1.2 1.11 
531 761 346 213 133 47 108 162 48 173 83 152 69 105 14 14 11 8 8 4 0.68 0.37 1.25 0.66 0.68 0.23 
441 440 582 529 53 174 43 129 194 114 110 162 163 126 16 13 9 10 8 5 0.62 1.17 0.36 1.29 1.14 1.11 
608 761 549 444 105 168 183 73 73 145 86 57 79 122 12 14 14 10 7 4 0.36 0.46 0.91 1.26 0.58 0.37 
115 777 408 294 114 96 67 79 123 136 52 97 124 134 10 13 10 8 6 6 0.48 0.35 0.53 1.5 0.53 1.19 
202 924 414 329 85 207 178 62 132 113 59 125 53 181 15 17 11 7 8 4 0.2 0.2 0.71 0.73 0.15 0.95 
853 927 609 547 62 109 200 33 140 174 197 95 155 203 10 13 13 9 9 6 0.89 1.06 0.99 0.81 0.85 1.08 
197 490 376 346 30 143 188 75 178 82 123 55 143 95 17 10 9 7 6 6 0.04 0.46 0.81 1.25 0.96 0.98 
442 669 627 486 141 38 181 207 94 191 209 163 127 188 15 16 9 7 9 6 0.2 0.79 1.1 1.3 1.14 0.58 
359 580 579 544 35 114 50 193 115 152 42 36 184 130 11 13 12 10 6 5 0.62 0.94 0.55 0.98 0.87 0.48 
168 169 453 375 78 139 69 50 120 69 91 59 151 122 18 15 14 9 6 6 0.18 0.52 1.29 1.04 0.67 1.17 
998 233 412 269 143 130 42 107 81 103 48 89 201 206 18 17 8 8 7 5 0.95 0.51 0.35 0.49 1.02 1.2 
505 624 402 334 68 173 185 116 144 115 201 194 170 39 17 16 9 11 8 6 0.67 0.23 0.89 0.78 1.14 0.27 
113 3 615 537 78 172 179 140 153 124 204 205 183 123 18 16 12 10 9 6 0.13 1.31 0.26 1.33 0.48 0.85 
112 474 627 512 115 169 58 209 39 151 92 177 96 133 15 16 11 11 8 6 0.71 0.36 0.96 0.77 1.05 0.97 
184 842 388 307 81 110 30 184 186 83 99 51 194 46 15 16 12 7 7 5 0.72 0.21 0.99 1.11 0.83 0.46 
651 159 302 241 61 114 34 129 85 90 151 83 142 109 17 10 13 10 7 4 0.07 0.78 0.63 1.29 1.05 1.41 
370 547 576 436 140 128 166 91 192 130 182 105 97 40 16 9 13 8 7 4 0.87 1 0.32 0.97 0.84 0.18 
345 235 418 219 199 93 79 209 142 82 168 113 169 185 15 10 12 8 8 6 0.21 0.52 0.64 0.4 0.28 0.92 
791 477 406 230 176 76 181 203 39 86 38 109 139 33 10 10 9 10 9 5 0.83 0.65 0.49 1.14 0.74 0.52 
