20 5 2 10  1556
27 383 4979 4979 4979 4979 4979 4979 4979 4979 4979 4979 4979 0.97 0.45 1.2 0.85 0.61 0.57 
794 713 567 537 30 182 90 114 180 77 69 67 46 189 11 15 12 10 8 4 0.14 0.53 0.94 1.11 0.96 0.76 
232 173 400 364 36 62 147 67 200 113 120 162 107 124 15 12 14 8 8 6 0.77 0.13 0.25 0.67 1.42 0.56 
373 174 410 344 66 187 149 32 69 161 205 199 178 150 14 13 10 10 6 4 0.53 0.46 0.14 0.12 0.51 1.12 
362 282 406 203 203 173 131 195 46 65 102 162 30 116 19 16 13 8 8 5 0.98 0.58 0.85 1.03 0.77 0.85 
669 651 404 242 162 202 190 120 90 84 142 104 134 74 16 10 9 7 7 4 0.79 1.02 0.15 0.72 0.5 1.01 
253 920 408 284 124 44 175 168 108 204 152 70 196 170 14 11 9 11 7 5 0.46 0.23 0.8 0.61 0.61 1.1 
99 202 384 278 106 130 167 66 170 192 38 113 110 92 14 16 11 10 8 5 0.54 0.22 1.15 0.93 0.66 0.7 
789 983 540 388 152 151 163 86 111 62 180 83 169 124 10 11 10 7 7 6 0.5 0.7 0.57 0.66 0.71 0.84 
264 476 368 184 184 134 163 151 111 92 174 59 95 96 15 15 12 8 7 6 0.78 0.46 0.56 1.17 0.52 1.25 
451 961 549 366 183 82 43 122 58 48 98 156 38 75 13 13 14 10 9 4 0.91 0.68 0.76 0.43 0.96 1.16 
476 382 609 509 100 163 112 197 150 203 178 198 186 103 17 13 11 8 6 5 0.3 0.37 0.7 0.87 0.41 0.37 
201 709 609 488 121 185 183 194 132 139 169 203 170 186 12 12 12 10 7 6 0.63 0.54 0.47 0.39 0.69 0.72 
266 358 618 569 49 163 46 206 139 180 47 151 55 51 16 14 10 9 7 4 0.12 0.58 0.88 0.82 0.83 1.14 
885 923 615 584 31 118 205 52 46 32 50 175 156 129 17 9 12 11 6 6 0.09 0.44 0.59 1.12 0.25 0.76 
456 827 324 265 59 33 144 158 34 141 54 113 162 31 17 16 11 10 6 6 0.32 1.21 0.46 0.74 0.59 0.05 
609 16 396 198 198 65 78 72 135 34 31 48 118 78 13 11 11 7 8 4 0.24 0.13 0.32 0.54 0.16 0.75 
686 735 621 489 132 55 182 53 105 51 41 137 207 64 15 13 10 8 9 4 0.69 0.97 0.56 0.42 0.23 0.1 
322 18 555 370 185 32 169 91 34 155 99 87 36 114 15 11 12 10 7 5 0.74 0.61 1.11 0.61 1.15 0.79 
458 237 352 199 153 75 88 58 97 122 88 33 176 56 10 10 13 7 7 4 0.94 0.6 0.34 0.66 0.61 0.73 
30 300 398 243 155 137 183 181 61 142 199 132 188 111 18 13 12 7 9 5 0.68 0.98 0.71 0.95 1.23 0.29 
