50 2 3 3  2707
622 949 12996 12996 12996 12996 0.65 0.36 1.24 
733 198 561 374 187 86 72 14 8 4 0.93 0.79 0.59 
343 474 370 189 181 112 185 15 11 4 0.68 0.42 0.62 
645 18 414 207 207 149 151 12 9 4 0.95 0.68 0.57 
801 609 600 565 35 130 200 10 9 6 0.19 0.85 0.28 
638 37 316 158 158 94 118 17 10 4 0.22 0.88 1.04 
828 171 324 174 150 101 162 19 12 6 0.84 1.16 0.71 
687 812 585 390 195 163 128 11 11 4 0.16 0.88 0.82 
798 443 522 376 146 174 119 16 8 4 0.86 0.47 0.24 
348 319 486 452 34 131 162 15 11 4 0.09 0.28 0.36 
998 169 406 267 139 203 173 12 11 6 0.2 0.72 1.04 
643 728 242 191 51 121 104 18 10 5 0.32 0.69 0.85 
225 574 540 490 50 154 180 12 13 6 0.34 0.18 0.67 
988 155 519 346 173 159 34 15 13 4 0.65 1.03 0.48 
78 731 412 206 206 72 112 10 10 5 0.28 0.81 0.87 
417 123 594 396 198 107 57 12 13 4 0.76 0.32 0.97 
225 662 552 368 184 130 149 11 13 5 0.33 0.45 1.05 
636 823 390 279 111 113 195 19 8 6 0.37 0.7 0.55 
639 143 438 383 55 40 146 19 7 4 0.9 0.93 0.94 
705 673 510 348 162 146 170 19 8 5 0.77 0.82 0.64 
125 906 543 362 181 43 116 10 10 6 0.98 0.51 1.09 
197 161 402 201 201 50 91 17 11 6 0.97 0.49 0.67 
149 816 528 407 121 176 30 16 11 5 0.06 0.39 0.46 
218 815 372 309 63 186 39 12 9 6 0.16 0.44 0.19 
955 93 382 252 130 191 107 11 11 5 0.21 0.73 1.16 
544 961 459 306 153 113 66 14 9 5 0.68 0.79 0.53 
237 38 134 87 47 67 54 17 9 6 0.76 0.2 1.01 
501 68 549 366 183 127 106 12 12 5 0.15 0.38 1.06 
382 723 627 423 204 89 209 12 11 5 0.77 0.65 0.4 
357 985 612 529 83 126 204 13 9 4 0.68 0.68 0.35 
820 263 609 530 79 203 32 16 9 6 0.56 0.3 0.54 
1 956 336 224 112 111 82 17 12 6 0.64 0.3 0.82 
927 515 432 387 45 120 144 13 11 4 0.7 0.2 0.82 
990 511 540 360 180 119 110 10 9 6 0.48 0.78 1.31 
999 272 386 193 193 95 82 15 11 4 0.76 0.72 0.77 
141 685 378 189 189 96 143 13 8 4 0.54 0.41 0.7 
959 829 370 271 99 185 49 19 12 6 0.47 0.6 1.16 
602 719 621 581 40 202 207 16 12 4 0.74 0.23 0.97 
499 922 388 320 68 194 136 17 11 4 0.07 0.46 0.2 
22 888 352 296 56 57 176 10 11 6 0.99 0.66 0.34 
93 342 420 322 98 75 140 15 11 5 0.43 0.56 0.03 
445 442 363 242 121 67 103 11 10 4 0.45 0.23 0.79 
528 663 366 193 173 125 183 19 11 5 0.05 1.01 1.01 
413 980 624 490 134 208 167 11 12 6 0.71 0.54 0.81 
292 143 386 338 48 67 193 17 11 5 0.89 0.74 1.18 
518 945 398 199 199 97 150 12 10 4 0.59 0.8 0.52 
713 612 570 456 114 148 190 10 8 6 0.32 0.68 0.63 
276 128 280 163 117 140 112 11 11 6 0.89 0.34 0.54 
235 384 404 372 32 92 202 16 9 4 0.25 0.61 0.85 
847 602 358 315 43 179 142 18 11 4 0.37 0.36 0.33 
278 718 418 262 156 188 209 17 8 5 0.01 0.98 1.29 
