20 2 2 3  1532
847 666 4903 4903 4903 4903 0.48 0.49 0.08 
169 349 615 410 205 43 195 16 12 5 0.82 0.85 0.58 
651 200 280 140 140 92 109 19 8 5 0.19 1.05 0.95 
760 334 462 308 154 82 36 12 9 6 0.6 0.14 0.79 
949 646 368 184 184 119 120 10 12 5 0.91 0.63 1.19 
381 570 254 174 80 127 91 19 8 4 0.36 0.69 0.74 
59 805 327 218 109 44 76 19 10 5 0.97 0.93 0.76 
119 376 594 396 198 58 56 13 11 5 0.01 0.6 0.38 
318 703 540 360 180 121 109 18 11 4 0.15 1.07 0.43 
871 862 338 288 50 169 139 19 9 4 0.69 0.91 1.39 
395 466 321 214 107 57 51 11 12 5 0.21 0.52 0.56 
591 452 624 562 62 208 207 19 8 6 0.06 0.45 0.58 
542 319 408 204 204 99 152 17 8 6 0.71 1.07 1.2 
257 406 333 261 72 111 84 16 10 6 0.52 0.94 1.24 
160 739 471 314 157 138 39 13 8 5 0.33 0.68 0.82 
18 385 528 352 176 74 35 12 9 6 0.32 0.71 0.68 
193 333 314 241 73 157 60 10 9 5 0.07 0.54 1.3 
718 148 531 354 177 152 66 18 9 5 0.21 0.76 0.71 
181 176 412 314 98 48 206 12 9 5 0.77 0.57 0.49 
48 845 300 150 150 74 150 17 12 6 0.89 0.53 0.74 
664 96 564 481 83 36 188 14 11 5 0.59 0.02 0.64 
