20 5 2 10  1603
950 249 5129 5129 5129 5129 5129 5129 5129 5129 5129 5129 5129 0.92 0.46 0.12 1.03 0.69 0.6 
188 712 354 193 161 105 88 177 43 30 126 151 174 118 19 11 9 8 7 4 0.55 0.58 0.88 0.41 0.56 0.28 
183 227 378 222 156 93 189 117 67 98 161 110 145 80 11 13 11 7 8 5 0 0.45 0.46 0.41 1.13 0.94 
112 725 414 277 137 42 72 60 67 207 99 115 199 130 18 13 12 7 8 6 0.95 0.51 0.94 1.39 0.36 1.18 
831 765 627 503 124 159 189 44 121 81 161 130 209 119 12 15 10 8 9 6 0.5 0.91 1.07 1.36 0.31 0.63 
975 395 378 311 67 92 163 157 127 95 54 189 157 58 15 12 12 7 9 5 0.85 0.48 1.12 1.19 1.4 0.73 
165 861 609 497 112 191 92 141 203 140 108 55 65 116 19 11 13 8 9 4 0.33 0.08 1.3 0.93 0.46 1.11 
671 679 603 455 148 52 100 106 143 165 139 201 190 128 18 10 13 9 6 4 0.79 0.58 0.81 0.76 0.76 1.34 
94 434 400 242 158 112 124 129 130 35 200 110 194 178 14 11 12 9 8 6 0.12 0.05 1.22 0.59 0.75 0.75 
727 640 392 255 137 123 138 157 39 192 31 196 105 45 10 10 13 10 8 4 0.07 0.87 0.69 0.2 0.18 0.65 
840 919 348 290 58 174 67 126 173 115 158 171 94 159 16 11 13 10 7 5 0.51 0.69 0.25 1.43 0.67 0.23 
975 61 588 512 76 196 128 77 84 61 188 153 112 34 12 14 9 8 8 4 0.59 1.23 0.38 0.66 1.1 1.31 
927 123 552 410 142 184 172 147 87 180 40 62 179 82 11 10 11 8 8 5 0.92 0.52 1.23 0.6 0.98 1.3 
563 310 328 205 123 164 126 47 89 65 110 109 117 81 13 12 12 7 7 4 0.11 1.09 0.74 0.55 1.51 1.25 
774 386 414 223 191 72 160 114 163 75 84 207 166 49 17 13 12 7 7 5 0.11 1 0.98 0.46 1.32 0.69 
108 777 594 454 140 125 58 160 108 144 198 156 168 105 10 16 10 9 6 5 0.22 0.34 1.08 0.57 0.37 0.36 
269 502 394 214 180 122 34 127 163 74 97 30 197 77 17 12 14 9 8 4 0.62 0.99 0.89 0.49 0.8 0.23 
732 725 609 560 49 91 167 148 114 128 203 144 203 90 14 12 12 9 6 6 0.93 0.37 1.24 0.74 1.27 0.73 
222 241 591 419 172 182 76 104 197 180 142 56 165 116 10 16 9 12 7 6 0.66 1.09 0.64 1 1.06 0.35 
596 808 416 376 40 31 189 127 144 163 208 91 49 161 11 10 11 10 8 5 0.41 1.25 0.98 0.73 1.25 0.56 
109 917 368 265 103 152 96 54 184 32 135 68 153 88 17 12 13 7 7 5 0.8 0.77 0.18 1.06 0.27 0.4 
