10 5 1 10  1642
166 928 2628 2628 2628 2628 2628 2628 2628 2628 2628 2628 2628 0.44 0.26 0.52 0.29 0.75 0.5 
93 61 621 555 66 136 156 46 159 122 207 73 98 199 11 11 11 11 8 4 0.66 0.41 0.42 0.58 1.28 0.77 
194 868 376 346 30 188 141 71 99 34 172 116 132 126 13 11 11 8 7 4 0.41 0.87 0.2 0.9 1.03 0.9 
770 492 382 191 191 156 46 107 30 80 95 177 33 71 11 16 9 9 6 5 0.88 1.21 0.84 1.37 0.97 1.02 
765 947 402 259 143 129 171 184 141 153 88 115 201 50 19 14 13 9 8 6 0.46 0.9 0.39 0.4 0.03 1.12 
577 512 606 522 84 50 140 156 202 178 176 113 36 155 15 10 13 8 8 4 0.21 0.56 0.69 0.57 0.73 0.82 
599 591 410 312 98 55 168 95 196 205 139 134 59 155 14 12 8 11 6 4 0.5 0.84 0.51 0.7 0.97 1.53 
899 165 406 331 75 128 65 200 60 77 203 63 47 110 14 12 12 8 7 5 0.84 0.47 0.32 0.75 1.05 0.62 
716 295 543 497 46 61 43 178 181 74 103 106 139 168 18 10 13 11 8 6 0.11 0.62 0.59 0.5 0.54 0.84 
242 277 376 198 178 95 93 188 128 49 43 76 72 153 17 12 13 9 8 6 0.54 0.66 0.34 1.17 1 0.29 
735 726 618 421 197 45 120 140 167 183 89 80 89 206 14 17 11 9 8 5 0.88 1.18 0.52 0.4 0.58 1.21 
